G.K. Butterfieldnew|2015-12-31|660228
G.K. Butterfieldnew|2016-01-01|44518
G.K. Butterfieldnew|2016-01-02|116518
G.K. Butterfieldnew|2016-01-03|132161
G.K. Butterfieldnew|2016-01-04|430237
G.K. Butterfieldnew|2016-01-05|400680
G.K. Butterfieldnew|2016-01-06|438061
G.K. Butterfieldnew|2016-01-07|362036
G.K. Butterfieldnew|2016-01-08|319240
G.K. Butterfieldnew|2016-01-09|177834
G.K. Butterfieldnew|2016-01-10|155591
G.K. Butterfieldnew|2016-01-11|451775
G.K. Butterfieldnew|2016-01-12|414408
G.K. Butterfieldnew|2016-01-13|377555
G.K. Butterfieldnew|2016-01-14|410641
